032,112025,3100623,7405,3100623,1,1,1,3100624,01/08/2004,H3AAL00C03D
032,112025,3100639,7404,3100639,4,1,1,3100640,01/03/2003,H3AAL00C03D
032,112025,3100647,8409,3100647,4,1,1,3100648,01/03/2003,H3AAL00C03D
032,112025,3100655,7403,3100655,4,1,1,3100656,01/03/2003,H3AAL00C03D
032,112025,3100663,7405,3100663,1,1,1,3100664,01/08/2004,H3AAL00C03D
032,112025,3100671,7404,3100671,1,1,1,3100672,01/09/2005,H3AAL00C03D
032,112025,3100687,7404,3100687,1,1,1,3100688,01/09/2005,H3AAL00C03D
032,112025,3100703,7403,3100703,1,1,1,3100704,01/03/2003,H3AAL00C03D
032,112025,3100719,7404,3100719,1,1,1,3100720,01/11/2006,H3AAL00C03D
032,112025,3100727,8409,3100727,1,1,1,3100728,01/12/2006,H3AAL00C03D
032,112025,3100743,7404,3100743,1,1,1,3100744,01/02/1958,H3AAL00C03D
032,112025,3100823,8409,3100823,1,1,1,3100824,02/01/1970,H3AAL00C03D
032,112025,3100887,7404,3100887,1,1,1,3100888,01/01/2005,H3AAL00C03D
032,112025,3110439,7404,3110439,1,1,1,3110440,01/08/2004,H3AAL00L00O
032,112025,3110444,7404,3110444,1,1,1,3110445,01/03/2003,H3AAL00L00O
032,112025,3110449,8409,3110449,1,1,1,3110450,01/03/2003,H3AAL00L00O
032,112025,3110454,7403,3110454,1,1,1,3110455,01/03/2003,H3AAL00L00O
032,112025,3110459,7405,3110459,1,1,1,3110460,01/08/2005,H3AAL00L00O
032,112025,3110474,8409,3110474,1,1,1,3110475,01/08/2005,H3AAL00L00O
032,112025,3110479,8409,3110479,1,1,1,3110480,01/08/2005,H3AAL00L00O
032,112025,3110732,7404,3110732,4,1,1,3110733,01/03/2005,H3AAL00L00H
032,112025,3110740,7404,3110740,4,1,1,3110741,01/03/2005,H3AAL00L00H
032,112025,3110748,7405,3110748,4,1,1,3110749,01/03/2005,H3AAL00L00H
032,112025,3110756,8409,3110756,4,1,1,3110757,01/02/2004,H3AAL00L00H
032,112025,3110764,7405,3110764,4,1,1,3110765,01/03/2003,H3AAL00L00H
032,112025,3110772,7404,3110772,4,1,1,3110773,01/03/2003,H3AAL00L00H
032,112025,3110780,7403,3110780,1,1,1,3110781,01/03/2003,H3AAL00L00H
032,112025,3110788,7405,3110788,1,1,1,3110789,01/03/2003,H3AAL00L00H
032,112025,3110796,7404,3110796,4,1,1,3110797,01/03/2003,H3AAL00L00H
032,112025,3110804,7405,3110804,1,1,1,3110805,01/03/2003,H3AAL00L00H
032,112025,3110812,7405,3110812,4,1,1,3110813,01/03/2003,H3AAL00L00H
032,112025,3110820,7403,3110820,1,1,1,3110821,01/03/2003,H3AAL00L00H
032,112025,3110828,7405,3110828,4,1,1,3110829,01/01/2005,H3AAL00L00H
032,112025,3110836,7405,3110836,4,1,1,3110837,01/03/2003,H3AAL00L00H
032,112025,3110844,7405,3110844,4,1,1,3110845,01/12/2005,H3AAL00L00H
